INFRASA,Trab.,Matricula,Peso,Aviación,Aerolinea Av.,Vuelo,Tarjeta,Fecha,Hora,Dest./Or.,Nombre Dest./Or.
31406,SKPE,HK5236,18600,Comercial,EFY,9058,Entrada,01/25/2020 12:00:00 AM,16:08,SKMD,MEDELLIN
31407,SKPE,HP1540,50000,Comercial,RPB,685,Entrada,01/25/2020 12:00:00 AM,17:06,MPTO,TOCUMEN
31408,SKPE,N745AV,77000,Comercial,AVA,8517,Entrada,01/25/2020 12:00:00 AM,17:09,SKBO,BOGOTA
31409,SKPE,N567AV,77000,Comercial,AVA,9417,Entrada,01/25/2020 12:00:00 AM,17:49,SKBO,BOGOTA
31410,SKPE,HK5282,18600,Comercial,EFY,6928,Entrada,01/25/2020 12:00:00 AM,18:18,SKCG,CARTAGENA
31411,SKPE,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,01/25/2020 12:00:00 AM,18:38,SKSM,SANTA MARTA
31412,SKPE,hk5347,22800,Comercial,EFY,9184,Entrada,01/25/2020 12:00:00 AM,18:43,SKBO,BOGOTA
31413,SKPE,hk5276,73500,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,01/25/2020 12:00:00 AM,19:24,SKCG,CARTAGENA
31414,SKPE,N422AV,75500,Comercial,AVA,9831,Entrada,01/25/2020 12:00:00 AM,19:47,SKBO,BOGOTA
31415,SKPE,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,01/25/2020 12:00:00 AM,20:00,SKBO,BOGOTA
31416,SKPE,CCCOZ,70000,Comercial,ARE,4210,Entrada,01/25/2020 12:00:00 AM,20:05,SKBO,BOGOTA
31417,SKPE,HK5109,23000,Comercial,AVA,8403,Entrada,01/25/2020 12:00:00 AM,20:15,SKBO,BOGOTA
31418,SKPE,hk5293,22800,Comercial,EFY,9186,Entrada,01/25/2020 12:00:00 AM,22:33,SKBO,BOGOTA
31419,SKPE,HK5282,18600,Comercial,EFY,6924,Entrada,01/25/2020 12:00:00 AM,22:36,SKCG,CARTAGENA
31420,SKPE,HP1557,50000,Comercial,RPB,625,Entrada,01/25/2020 12:00:00 AM,23:11,MPTO,TOCUMEN
31421,SKPE,N426AV,77000,Comercial,AVA,9817,Entrada,01/26/2020 12:00:00 AM,00:03,SKBO,BOGOTA
31422,SKPE,N426AV,77000,Comercial,AVA,8407,Entrada,01/26/2020 12:00:00 AM,08:13,SKBO,BOGOTA
31424,SKPE,HK5274,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,01/26/2020 12:00:00 AM,09:33,SKCG,CARTAGENA
31425,SKPE,N284AV,77000,Comercial,AVA,8511,Entrada,01/26/2020 12:00:00 AM,09:42,SKBO,BOGOTA
31426,SKPE,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,01/26/2020 12:00:00 AM,11:04,SKBO,BOGOTA
31427,SKPE,N426AV,77000,Comercial,AVA,9805,Entrada,01/26/2020 12:00:00 AM,11:29,SKBO,BOGOTA
31428,SKPE,hk5293,22800,Comercial,EFY,9108,Entrada,01/26/2020 12:00:00 AM,11:53,SKBO,BOGOTA
31429,SKPE,N284AV,77000,Comercial,AVA,8515,Entrada,01/26/2020 12:00:00 AM,12:59,SKBO,BOGOTA
31431,SKPE,HK5331,18600,Comercial,EFY,9056,Entrada,01/26/2020 12:00:00 AM,13:42,SKMD,MEDELLIN
31432,SKPE,N9006,73029,Comercial,AAL,1135,Entrada,01/26/2020 12:00:00 AM,14:05,KMIA,MIAMI
31433,SKPE,hk5293,22800,Comercial,EFY,7752,Entrada,01/26/2020 12:00:00 AM,15:20,SKBO,BOGOTA
31434,SKPE,HK5331,18600,Comercial,EFY,9058,Entrada,01/26/2020 12:00:00 AM,15:49,SKMD,MEDELLIN
31435,SKPE,N426AV,77000,Comercial,AVA,8503,Entrada,01/26/2020 12:00:00 AM,15:51,SKBO,BOGOTA
31436,SKPE,HP1558,50000,Comercial,RPB,685,Entrada,01/26/2020 12:00:00 AM,17:10,MPTO,TOCUMEN
31437,SKPE,N446AV,77000,Comercial,AVA,8517,Entrada,01/26/2020 12:00:00 AM,17:19,SKBO,BOGOTA
31438,SKPE,HK5331,18600,Comercial,EFY,9176,Entrada,01/26/2020 12:00:00 AM,17:55,SKMD,MEDELLIN
31439,SKPE,N567AV,77000,Comercial,AVA,9417,Entrada,01/26/2020 12:00:00 AM,17:58,SKBO,BOGOTA
31440,SKPE,HK5308,73500,Comercial,FAST COLOMBIA S.A.S,6781,Entrada,01/26/2020 12:00:00 AM,18:09,SKCG,CARTAGENA
31441,SKPE,hk5293,22800,Comercial,EFY,9184,Entrada,01/26/2020 12:00:00 AM,18:23,SKBO,BOGOTA
31442,SKPE,HK5282,18600,Comercial,EFY,6928,Entrada,01/26/2020 12:00:00 AM,18:26,SKCG,CARTAGENA
31443,SKPE,HK5307,73500,Comercial,FAST COLOMBIA S.A.S,8038,Entrada,01/26/2020 12:00:00 AM,18:49,SKSM,SANTA MARTA
31444,SKPE,CCCPE,70000,Comercial,ARE,4210,Entrada,01/26/2020 12:00:00 AM,19:14,SKBO,BOGOTA
31445,SKPE,HK5142,77000,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,01/26/2020 12:00:00 AM,19:20,SKCG,CARTAGENA
31446,SKPE,N536AV,77000,Comercial,AVA,9831,Entrada,01/26/2020 12:00:00 AM,19:37,SKBO,BOGOTA
31447,SKPE,HK5324,23000,Comercial,AVA,8403,Entrada,01/26/2020 12:00:00 AM,20:01,SKBO,BOGOTA
31448,SKPE,hk5293,22800,Comercial,EFY,9188,Entrada,01/26/2020 12:00:00 AM,21:31,SKBO,BOGOTA
31449,SKPE,HK5282,18600,Comercial,EFY,6924,Entrada,01/26/2020 12:00:00 AM,23:00,SKCG,CARTAGENA
31450,SKPE,HP1567,50000,Comercial,RPB,625,Entrada,01/26/2020 12:00:00 AM,23:04,MPTO,TOCUMEN
31451,SKPE,N939AV,77000,Comercial,AVA,9817,Entrada,01/26/2020 12:00:00 AM,23:08,SKBO,BOGOTA
31452,SKPE,N557AV,75500,Comercial,AVA,8539,Entrada,01/27/2020 12:00:00 AM,07:10,SKBO,BOGOTA
31453,SKPE,HK5331,18600,Comercial,EFY,9050,Entrada,01/27/2020 12:00:00 AM,07:30,SKMD,MEDELLIN
31454,SKPE,hk5293,22800,Comercial,EFY,9104,Entrada,01/27/2020 12:00:00 AM,07:50,SKBO,BOGOTA
31455,SKPE,N939AV,77000,Comercial,AVA,8407,Entrada,01/27/2020 12:00:00 AM,08:05,SKBO,BOGOTA
31456,SKPE,N557AV,75500,Comercial,AVA,8511,Entrada,01/27/2020 12:00:00 AM,09:39,SKBO,BOGOTA
31457,SKPE,HK5331,18600,Comercial,EFY,9053,Entrada,01/27/2020 12:00:00 AM,09:45,SKMD,MEDELLIN
31459,SKPE,HK5318,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,01/27/2020 12:00:00 AM,10:30,SKCG,CARTAGENA
31464,SKPE,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,01/27/2020 12:00:00 AM,11:05,SKBO,BOGOTA
31465,SKPE,N939AV,77000,Comercial,AVA,9805,Entrada,01/27/2020 12:00:00 AM,11:30,SKBO,BOGOTA
31466,SKPE,hk5347,22800,Comercial,EFY,9106,Entrada,01/27/2020 12:00:00 AM,11:56,SKBO,BOGOTA
31467,SKPE,N557AV,75500,Comercial,AVA,8515,Entrada,01/27/2020 12:00:00 AM,12:57,SKBO,BOGOTA
31468,SKPE,N939AV,77000,Comercial,AVA,8503,Entrada,01/27/2020 12:00:00 AM,15:07,SKBO,BOGOTA
31469,SKPE,HK5282,18600,Comercial,EFY,9058,Entrada,01/27/2020 12:00:00 AM,15:35,SKMD,MEDELLIN
31470,SKPE,HK5322,23000,Comercial,EFY,7752,Entrada,01/27/2020 12:00:00 AM,15:40,SKBO,BOGOTA
31472,SKPE,N961AV,77000,Comercial,AVA,8517,Entrada,01/27/2020 12:00:00 AM,17:05,SKBO,BOGOTA
31473,SKPE,hp1565,50000,Comercial,RPB,685,Entrada,01/27/2020 12:00:00 AM,17:33,MPTO,TOCUMEN
31474,SKPE,N939AV,77000,Comercial,AVA,9417,Entrada,01/27/2020 12:00:00 AM,18:07,SKBO,BOGOTA
31475,SKPE,HK5313,18600,Comercial,EFY,9176,Entrada,01/27/2020 12:00:00 AM,18:17,SKMD,MEDELLIN
31476,SKPE,HK5331,18600,Comercial,EFY,6928,Entrada,01/27/2020 12:00:00 AM,18:28,SKCG,CARTAGENA
31477,SKPE,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8038,Entrada,01/27/2020 12:00:00 AM,18:40,SKSM,SANTA MARTA
31478,SKPE,HK5322,23000,Comercial,EFY,9184,Entrada,01/27/2020 12:00:00 AM,18:44,SKBO,BOGOTA
31479,SKPE,HK5051,77000,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,01/27/2020 12:00:00 AM,19:21,SKCG,CARTAGENA
31480,SKPE,N536AV,77000,Comercial,AVA,9831,Entrada,01/27/2020 12:00:00 AM,20:42,SKBO,BOGOTA
31481,SKPE,HK5313,18600,Comercial,EFY,7782,Entrada,01/27/2020 12:00:00 AM,20:57,SKRG,RIONEGRO
31482,SKPE,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,01/27/2020 12:00:00 AM,21:22,SKBO,BOGOTA
31483,SKPE,CCBAE,77000,Comercial,ARE,4210,Entrada,01/27/2020 12:00:00 AM,21:40,SKBO,BOGOTA
31484,SKPE,HK5322,23000,Comercial,EFY,9188,Entrada,01/27/2020 12:00:00 AM,22:32,SKBO,BOGOTA
31485,SKPE,HK5331,18600,Comercial,EFY,6924,Entrada,01/27/2020 12:00:00 AM,22:54,SKCG,CARTAGENA
31486,SKPE,HP1564,50000,Comercial,RPB,625,Entrada,01/27/2020 12:00:00 AM,23:08,MPTO,TOCUMEN
31487,SKPE,N281AV,77000,Comercial,AVA,9817,Entrada,01/27/2020 12:00:00 AM,23:56,SKBO,BOGOTA
31488,SKPE,N281AV,77000,Comercial,AVA,9857,Entrada,01/28/2020 12:00:00 AM,05:22,SKSP,SAN ANDRES
31489,SKPE,N821AV,77000,Comercial,AVA,8539,Entrada,01/28/2020 12:00:00 AM,09:32,SKBO,BOGOTA
31490,SKPE,HK5331,18600,Comercial,EFY,9050,Entrada,01/28/2020 12:00:00 AM,09:35,SKMD,MEDELLIN
31492,SKPE,HK5274,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,01/28/2020 12:00:00 AM,10:30,SKCG,CARTAGENA
31493,SKPE,N284AV,77000,Comercial,AVA,8511,Entrada,01/28/2020 12:00:00 AM,10:56,SKBO,BOGOTA
31494,SKPE,N763AV,77000,Comercial,AVA,9805,Entrada,01/28/2020 12:00:00 AM,11:23,SKBO,BOGOTA
31495,SKPE,HK5322,23000,Comercial,EFY,9106,Entrada,01/28/2020 12:00:00 AM,11:34,SKBO,BOGOTA
31499,SKPE,HK5051,77000,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,01/28/2020 12:00:00 AM,12:57,SKBO,BOGOTA
31500,SKPE,N745AV,77000,Comercial,AVA,8515,Entrada,01/28/2020 12:00:00 AM,13:11,SKBO,BOGOTA
31501,SKPE,HK5321,18600,Comercial,EFY,7777,Entrada,01/28/2020 12:00:00 AM,14:40,SKVV,VILLAVICENCIO
31502,SKPE,N9026C,73029,Comercial,AAL,1135,Entrada,01/28/2020 12:00:00 AM,14:25,KMIA,MIAMI
31503,SKPE,N763AV,77000,Comercial,AVA,8503,Entrada,01/28/2020 12:00:00 AM,15:08,SKBO,BOGOTA
31504,SKPE,hk5293,22800,Comercial,EFY,7752,Entrada,01/28/2020 12:00:00 AM,15:56,SKBO,BOGOTA
31505,SKPE,HK5315,11250,Comercial,EFY,9056,Entrada,01/28/2020 12:00:00 AM,16:03,SKMD,MEDELLIN
31506,SKPE,N961AV,77000,Comercial,AVA,8517,Entrada,01/28/2020 12:00:00 AM,17:12,SKBO,BOGOTA
31507,SKPE,N821AV,77000,Comercial,AVA,9417,Entrada,01/28/2020 12:00:00 AM,18:03,SKBO,BOGOTA
31508,SKPE,HK5131,2800,Comercial,AEXPA,101,Entrada,01/28/2020 12:00:00 AM,15:46,SKUI,QUIBDO
31509,SKPE,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,01/28/2020 12:00:00 AM,18:33,SKSM,SANTA MARTA
31510,SKPE,hk5293,22800,Comercial,EFY,9184,Entrada,01/28/2020 12:00:00 AM,18:40,SKBO,BOGOTA
31512,SKPE,N694AV,75500,Comercial,AVA,9831,Entrada,01/28/2020 12:00:00 AM,19:42,SKBO,BOGOTA
31513,SKPE,CCCPF,70000,Comercial,ARE,4210,Entrada,01/28/2020 12:00:00 AM,19:44,SKBO,BOGOTA
31514,SKPE,HK5222,77000,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,01/28/2020 12:00:00 AM,19:39,SKCG,CARTAGENA
31515,SKPE,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,01/28/2020 12:00:00 AM,19:57,SKBO,BOGOTA
31517,SKPE,HK5331,18600,Comercial,EFY,9058,Entrada,01/28/2020 12:00:00 AM,21:00,SKMD,MEDELLIN
31518,SKPE,hk5293,22800,Comercial,EFY,9188,Entrada,01/28/2020 12:00:00 AM,21:40,SKBO,BOGOTA
31520,SKPE,HP1568,50000,Comercial,RPB,625,Entrada,01/28/2020 12:00:00 AM,23:14,MPTO,TOCUMEN
31521,SKPE,N451AV,77000,Comercial,AVA,9817,Entrada,01/28/2020 12:00:00 AM,23:19,SKBO,BOGOTA
31522,SKPE,HK5331,18600,Comercial,EFY,7782,Entrada,01/28/2020 12:00:00 AM,23:24,SKRG,RIONEGRO
31523,SKPE,N451AV,77000,Comercial,AVA,9857,Entrada,01/29/2020 12:00:00 AM,05:09,SKSP,SAN ANDRES
31524,SKPE,N477AV,77000,Comercial,AVA,4941,Entrada,01/29/2020 12:00:00 AM,06:44,SKBO,BOGOTA
31526,SKPE,N694AV,75500,Comercial,AVA,8539,Entrada,01/29/2020 12:00:00 AM,06:55,SKBO,BOGOTA
31527,SKPE,HK5331,18600,Comercial,EFY,9050,Entrada,01/29/2020 12:00:00 AM,07:21,SKMD,MEDELLIN
31529,SKPE,N451AV,77000,Comercial,AVA,8407,Entrada,01/29/2020 12:00:00 AM,08:41,SKBO,BOGOTA
31530,SKPE,N477AV,77000,Comercial,AVA,477,Entrada,01/29/2020 12:00:00 AM,09:14,SKBO,BOGOTA
31531,SKPE,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,01/29/2020 12:00:00 AM,09:34,SKCG,CARTAGENA
31532,SKPE,HK5310,18600,Comercial,EFY,9052,Entrada,01/29/2020 12:00:00 AM,09:50,SKMD,MEDELLIN
31533,SKPE,N694AV,75500,Comercial,AVA,8511,Entrada,01/29/2020 12:00:00 AM,10:11,SKBO,BOGOTA
31534,SKPE,HK5313,18600,Comercial,EFY,9052,Entrada,01/28/2020 12:00:00 AM,09:46,SKMD,MEDELLIN
31535,SKPE,HK5313,18600,Comercial,EFY,6928,Entrada,01/28/2020 12:00:00 AM,18:35,SKCG,CARTAGENA
31536,SKPE,HK5313,18600,Comercial,EFY,6924,Entrada,01/28/2020 12:00:00 AM,22:45,SKCG,CARTAGENA
31537,SKPE,HK5313,18600,Comercial,EFY,9104,Entrada,01/29/2020 12:00:00 AM,08:29,SKBO,BOGOTA
31538,SKPE,hk5293,22800,Comercial,EFY,9106,Entrada,01/29/2020 12:00:00 AM,11:00,SKBO,BOGOTA
31541,SKPE,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,01/29/2020 12:00:00 AM,11:23,SKBO,BOGOTA
31542,SKPE,N451AV,77000,Comercial,AVA,9805,Entrada,01/29/2020 12:00:00 AM,11:47,SKBO,BOGOTA
31543,SKPE,N753AV,75500,Comercial,AVA,8515,Entrada,01/29/2020 12:00:00 AM,12:59,SKBO,BOGOTA
31547,SKPE,HK5310,18600,Comercial,EFY,9056,Entrada,01/29/2020 12:00:00 AM,14:11,SKMD,MEDELLIN
31548,SKPE,N451AV,77000,Comercial,AVA,8503,Entrada,01/29/2020 12:00:00 AM,15:12,SKBO,BOGOTA
31549,SKPE,HK5294,22800,Comercial,EFY,7752,Entrada,01/29/2020 12:00:00 AM,15:35,SKBO,BOGOTA
31550,SKPE,N763AV,77000,Comercial,AVA,8517,Entrada,01/29/2020 12:00:00 AM,17:41,SKBO,BOGOTA
31551,SKPE,HK5199,18600,Comercial,EFY,9058,Entrada,01/29/2020 12:00:00 AM,17:51,SKMD,MEDELLIN
31552,SKPE,HK5313,18600,Comercial,EFY,6928,Entrada,01/29/2020 12:00:00 AM,18:20,SKCG,CARTAGENA
31553,SKPE,HK5294,22800,Comercial,EFY,9184,Entrada,01/29/2020 12:00:00 AM,18:47,SKBO,BOGOTA
31554,SKPE,HK5275,73500,Comercial,FAST COLOMBIA S.A.S,8038,Entrada,01/29/2020 12:00:00 AM,18:40,SKSM,SANTA MARTA
31556,SKPE,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,01/29/2020 12:00:00 AM,19:41,SKCG,CARTAGENA
31557,SKPE,N730AV,75500,Comercial,AVA,9831,Entrada,01/29/2020 12:00:00 AM,19:43,SKBO,BOGOTA
31558,SKPE,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,01/29/2020 12:00:00 AM,20:33,SKBO,BOGOTA
31559,SKPE,HK5199,18600,Comercial,EFY,9176,Entrada,01/29/2020 12:00:00 AM,20:47,SKMD,MEDELLIN
31560,SKPE,CCCPF,70000,Comercial,ARE,4212,Entrada,01/29/2020 12:00:00 AM,14:17,SKBO,BOGOTA
31561,SKPE,HK5199,18600,Comercial,EFY,7782,Entrada,01/29/2020 12:00:00 AM,22:44,SKRG,RIONEGRO
31562,SKPE,HK5313,18600,Comercial,EFY,6924,Entrada,01/29/2020 12:00:00 AM,22:50,SKCG,CARTAGENA
31563,SKPE,N416AV,77000,Comercial,AVA,9817,Entrada,01/30/2020 12:00:00 AM,00:00,SKBO,BOGOTA
31564,SKPE,HK5294,22800,Comercial,EFY,9188,Entrada,01/30/2020 12:00:00 AM,00:20,SKBO,BOGOTA
31565,SKPE,HK5146,2864,Comercial,AEXPA,0,Entrada,01/15/2020 12:00:00 AM,23:58,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
31566,SKPE,HK5145,2864,Comercial,AEXPA,0,Entrada,01/15/2020 12:00:00 AM,23:58,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
31567,SKPE,N557AV,75500,Comercial,AVA,8539,Entrada,01/30/2020 12:00:00 AM,06:38,SKBO,BOGOTA
31568,SKPE,N538AV,77000,Comercial,AVA,8426,Entrada,01/30/2020 12:00:00 AM,07:11,SKRG,RIONEGRO
31569,SKPE,N740AV,77000,Comercial,AVA,9482,Entrada,01/30/2020 12:00:00 AM,07:47,SKRG,RIONEGRO
31570,SKPE,HK5313,18600,Comercial,EFY,9104,Entrada,01/30/2020 12:00:00 AM,07:54,SKBO,BOGOTA
31571,SKPE,N416AV,77000,Comercial,AVA,8407,Entrada,01/30/2020 12:00:00 AM,08:12,SKBO,BOGOTA
31572,SKPE,HK5071,17894,Comercial,EFY,9050,Entrada,01/30/2020 12:00:00 AM,09:37,SKMD,MEDELLIN
31573,SKPE,HK5313,18600,Comercial,EFY,9052,Entrada,01/30/2020 12:00:00 AM,09:50,SKMD,MEDELLIN
31574,SKPE,N557AV,75500,Comercial,AVA,8511,Entrada,01/30/2020 12:00:00 AM,10:07,SKBO,BOGOTA
31576,SKPE,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,01/30/2020 12:00:00 AM,10:57,SKCG,CARTAGENA
31577,SKPE,HK5294,22800,Comercial,EFY,9106,Entrada,01/30/2020 12:00:00 AM,11:03,SKBO,BOGOTA
31578,SKPE,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,01/30/2020 12:00:00 AM,11:12,SKBO,BOGOTA
31579,SKPE,N416AV,77000,Comercial,AVA,9805,Entrada,01/30/2020 12:00:00 AM,11:27,SKBO,BOGOTA
31582,SKPE,N557AV,75500,Comercial,AVA,8515,Entrada,01/30/2020 12:00:00 AM,13:22,SKBO,BOGOTA
31587,SKPE,HK5071,17894,Comercial,EFY,7777,Entrada,01/30/2020 12:00:00 AM,13:44,SKVV,VILLAVICENCIO
31588,SKPE,N9017P,73029,Comercial,AAL,1135,Entrada,01/30/2020 12:00:00 AM,14:15,KMIA,MIAMI
31589,SKPE,CCCPF,70000,Comercial,ARE,4212,Entrada,01/30/2020 12:00:00 AM,14:00,SKBO,BOGOTA
31590,SKPE,N416AV,77000,Comercial,AVA,8503,Entrada,01/30/2020 12:00:00 AM,14:54,SKBO,BOGOTA
31591,SKPE,HK5310,18600,Comercial,EFY,9056,Entrada,01/30/2020 12:00:00 AM,15:20,SKMD,MEDELLIN
31592,SKPE,HK5322,23000,Comercial,EFY,7752,Entrada,01/30/2020 12:00:00 AM,16:00,SKBO,BOGOTA
31593,SKPE,HK5199,18600,Comercial,EFY,9058,Entrada,01/30/2020 12:00:00 AM,16:41,SKMD,MEDELLIN
31594,SKPE,HP1568,50000,Comercial,RPB,685,Entrada,01/30/2020 12:00:00 AM,17:16,MPTO,TOCUMEN
31595,SKPE,N980AV,77000,Comercial,AVA,8517,Entrada,01/30/2020 12:00:00 AM,17:40,SKBO,BOGOTA
31596,SKPE,HK5321,18600,Comercial,EFY,9176,Entrada,01/30/2020 12:00:00 AM,17:52,SKMD,MEDELLIN
31597,SKPE,N416AV,77000,Comercial,AVA,9417,Entrada,01/30/2020 12:00:00 AM,18:18,SKBO,BOGOTA
31598,SKPE,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,01/30/2020 12:00:00 AM,18:10,SKSM,SANTA MARTA
31599,SKPE,HK5313,18600,Comercial,EFY,6928,Entrada,01/30/2020 12:00:00 AM,18:56,SKCG,CARTAGENA
31600,SKPE,HK5322,23000,Comercial,EFY,9184,Entrada,01/30/2020 12:00:00 AM,19:10,SKBO,BOGOTA
31603,SKPE,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,01/30/2020 12:00:00 AM,19:26,SKCG,CARTAGENA
31604,SKPE,N557AV,75500,Comercial,AVA,9831,Entrada,01/30/2020 12:00:00 AM,19:52,SKBO,BOGOTA
31605,SKPE,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,01/30/2020 12:00:00 AM,20:01,SKBO,BOGOTA
31606,SKPE,HK5292,22800,Comercial,EFY,9186,Entrada,01/30/2020 12:00:00 AM,20:33,SKBO,BOGOTA
31607,SKPE,HK5321,18600,Comercial,EFY,7782,Entrada,01/30/2020 12:00:00 AM,21:11,SKRG,RIONEGRO
31608,SKPE,HK5322,23000,Comercial,EFY,9188,Entrada,01/30/2020 12:00:00 AM,22:47,SKBO,BOGOTA
31609,SKPE,HK5313,18600,Comercial,EFY,6924,Entrada,01/30/2020 12:00:00 AM,23:00,SKCG,CARTAGENA
31610,SKPE,HP1569,50000,Comercial,RPB,625,Entrada,01/30/2020 12:00:00 AM,23:15,MPTO,TOCUMEN
31611,SKPE,N743AV,77000,Comercial,AVA,9817,Entrada,01/31/2020 12:00:00 AM,00:25,SKBO,BOGOTA
31612,SKPE,HK5071,17894,Comercial,EFY,9050,Entrada,01/31/2020 12:00:00 AM,06:50,SKMD,MEDELLIN
31613,SKPE,N939AV,77000,Comercial,AVA,8539,Entrada,01/31/2020 12:00:00 AM,07:00,SKBO,BOGOTA
31614,SKPE,HK5322,23000,Comercial,EFY,9104,Entrada,01/31/2020 12:00:00 AM,08:21,SKBO,BOGOTA
31615,SKPE,N743AV,77000,Comercial,AVA,8407,Entrada,01/31/2020 12:00:00 AM,08:33,SKBO,BOGOTA
31620,SKPE,hk5276,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,01/31/2020 12:00:00 AM,09:33,SKCG,CARTAGENA
31621,SKPE,HK5331,18600,Comercial,EFY,9052,Entrada,01/31/2020 12:00:00 AM,09:37,SKMD,MEDELLIN
31622,SKPE,N939AV,77000,Comercial,AVA,8511,Entrada,01/31/2020 12:00:00 AM,09:41,SKBO,BOGOTA
31624,SKPE,HK5322,23000,Comercial,EFY,9106,Entrada,01/31/2020 12:00:00 AM,10:25,SKBO,BOGOTA
31627,SKPE,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,01/31/2020 12:00:00 AM,11:14,SKBO,BOGOTA
31628,SKPE,N743AV,77000,Comercial,AVA,9805,Entrada,01/31/2020 12:00:00 AM,11:49,SKBO,BOGOTA
31631,SKPE,N562AV,77000,Comercial,AVA,8515,Entrada,01/31/2020 12:00:00 AM,12:57,SKBO,BOGOTA
31632,SKPE,CCCOU,70000,Comercial,ARE,4212,Entrada,01/31/2020 12:00:00 AM,13:52,SKBO,BOGOTA
31633,SKPE,HK5310,18600,Comercial,EFY,9056,Entrada,01/31/2020 12:00:00 AM,14:25,SKMD,MEDELLIN
31636,SKPE,N743AV,77000,Comercial,AVA,8503,Entrada,01/31/2020 12:00:00 AM,15:12,SKBO,BOGOTA
31637,SKPE,HK5294,22800,Comercial,EFY,7752,Entrada,01/31/2020 12:00:00 AM,15:38,SKBO,BOGOTA
31638,SKPE,N730AV,75500,Comercial,AVA,8517,Entrada,01/31/2020 12:00:00 AM,17:12,SKBO,BOGOTA
31639,SKPE,HK5308,73500,Comercial,FAST COLOMBIA S.A.S,6781,Entrada,01/31/2020 12:00:00 AM,17:47,SKCG,CARTAGENA
31640,SKPE,N195AV,77000,Comercial,AVA,9417,Entrada,01/31/2020 12:00:00 AM,18:00,SKBO,BOGOTA
31641,SKPE,HK5294,22800,Comercial,EFY,9184,Entrada,01/31/2020 12:00:00 AM,18:16,SKBO,BOGOTA
31643,SKPE,HK5070,18600,Comercial,EFY,9058,Entrada,01/31/2020 12:00:00 AM,18:34,SKMD,MEDELLIN
31644,SKPE,HK5310,18600,Comercial,EFY,9176,Entrada,01/31/2020 12:00:00 AM,18:40,SKMD,MEDELLIN
31645,SKPE,HK5051,77000,Comercial,FAST COLOMBIA S.A.S,8038,Entrada,01/31/2020 12:00:00 AM,18:52,SKSM,SANTA MARTA
31646,SKPE,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,01/31/2020 12:00:00 AM,19:27,SKCG,CARTAGENA
31647,SKPE,N562AV,77000,Comercial,AVA,9831,Entrada,01/31/2020 12:00:00 AM,19:29,SKBO,BOGOTA
31648,SKPE,HK5310,18600,Comercial,EFY,7782,Entrada,01/31/2020 12:00:00 AM,21:10,SKRG,RIONEGRO
31649,SKPE,hk5293,22800,Comercial,EFY,9186,Entrada,01/31/2020 12:00:00 AM,21:41,SKBO,BOGOTA
31650,SKPE,HK5294,22800,Comercial,EFY,9188,Entrada,01/31/2020 12:00:00 AM,22:50,SKBO,BOGOTA
31652,SKPE,N426AV,77000,Comercial,AVA,9817,Entrada,01/31/2020 12:00:00 AM,23:00,SKBO,BOGOTA
31653,SKPE,HP1564,50000,Comercial,RPB,625,Entrada,01/31/2020 12:00:00 AM,23:07,MPTO,TOCUMEN
31654,SKPE,HK5310,18600,Comercial,EFY,7786,Entrada,01/31/2020 12:00:00 AM,23:30,SKRG,RIONEGRO
31655,SKPE,N426AV,77000,Comercial,AVA,9857,Entrada,02/01/2020 12:00:00 AM,05:19,SKSP,SAN ANDRES
31656,SKPE,HK5199,18600,Comercial,EFY,9050,Entrada,02/01/2020 12:00:00 AM,06:53,SKMD,MEDELLIN
